convo_id,user,line_id,line,K1,K2,K3,K4,K5,K6,K7,K8,primary,secondary
conv1,P14,2541,生啤酒口味的我試完了,0,0,0,1,0,0,0,0,K4,
conv1,P14,2542,就很像宿醉的味道,0,0,0,1,0,0,0,0,K4,
conv1,P4,2543,我懷疑你是配酒喝,0,0,0,1,0,0,0,0,K4,
conv1,P15,2544,就這麼剛好,0,0,0,0,0,0,0,1,K8,
conv1,P15,2545,需要洗衣板或主機板麻,0,0,0,0,0,0,0,1,K8,
conv1,P15,2546,可以看嗎 想看,1,0,0,0,0,0,0,0,K1,
conv1,P2,2547,可以看嗎 想看,0,1,0,0,0,0,0,0,K2,
conv1,P14,2548,星期五約戰，時間2100，BO2，-2進攻DPS (拆塔）,0,0,1,0,0,0,0,0,K3,
conv1,P14,2549,"""YUNA"" 歡迎光臨",0,0,0,0,0,0,1,0,K7,
conv1,P14,2550,"""妄念（姐姐抱抱）"" 交際花出來認親了",0,0,0,0,0,0,0,1,K8,
conv1,P2,2551,歡迎,0,0,0,0,0,0,1,0,K7,
conv1,P9,2552,歡迎,0,0,0,0,0,0,1,0,K7,
conv1,P15,2553,"""YUNA"" 歡迎喔",0,0,0,0,0,0,1,0,K7,
conv1,P15,2554,現在幫會低吸有活動，可以多在 ⁠#靜思語 說話，救救研究生的論文，月底會抽獎喔,0,0,0,0,0,0,0,1,K8,
conv1,P6,2555,喔,0,0,0,0,0,0,1,0,K7,
conv1,P15,2556,"""兮雨"" 想我了嗎 寶貝",1,0,0,0,0,0,0,0,K1,
conv1,P15,2557,又來一個惹,0,0,0,0,0,0,0,1,K8,
conv1,P15,2558,"""炽热"" 歡迎光臨",0,0,0,0,0,0,1,0,K7,
conv1,P15,2559,請幫我改成遊戲名,0,0,0,1,0,0,0,0,K4,
conv1,P15,2560,現在幫會低吸有活動，可以多在 ⁠#靜思語 說話，救救研究生的論文，月底會抽獎喔,0,0,0,0,0,0,0,1,K8,
conv1,P15,2561,這時間點 很奇怪 可能大家都去談戀愛了,0,0,0,0,1,0,0,0,K5,
conv1,P15,2562,好好喔 大家都有戀愛可以談,0,0,0,0,1,0,0,0,K5,
conv1,P15,2563,你得跟我,0,0,0,1,0,0,0,0,K4,
conv1,P15,2564,"""赤语"" 包被",0,0,0,1,0,0,0,0,K4,
conv1,P2,2565,"""赤语"" 去練口試",0,0,0,0,0,0,0,1,K8,
conv1,P15,2566,"""妘婕"" 寶貝 我想你了",0,0,0,0,0,0,0,1,K8,
conv1,R1,2567,改完PPT就不想練了,0,0,0,0,0,0,0,1,K8,
conv1,R1,2568,反正都照稿的,0,0,0,0,0,0,0,1,K8,
conv1,P2,2569,記得備份,0,1,0,0,0,0,0,0,K2,
conv1,P2,2570,ppt格式啥的,1,0,0,0,0,0,0,0,K1,
conv1,P2,2571,跑掉 讀不到就尷尬了,0,0,0,0,0,0,0,1,K8,
conv1,P6,2572,有人要打傳說嗎,0,0,1,0,0,0,0,0,K3,
conv1,R1,2573,用的usb 然後不是用canva做的,0,0,0,0,1,0,0,0,K5,
conv1,R1,2574,應該還好,0,0,0,0,1,0,0,0,K5,
conv1,P6,2575,包的,0,0,0,0,0,0,0,1,K8,
conv1,P6,2576,猴子王要不要玩,0,0,1,0,0,0,0,0,K3,
conv1,P9,2577,包躺嗎,1,0,0,0,0,0,0,0,K1,
conv1,P2,2578,我之前只載2010前的ppt 學校是15,0,0,0,1,0,0,0,0,K4,
conv1,P2,2579,格式直接爆炸,0,0,0,1,0,0,0,0,K4,
conv1,R1,2580,？,0,0,0,0,1,0,0,0,K5,
conv1,R1,2581,你這也太老,0,0,0,0,0,0,0,1,K8,
conv1,P6,2582,感覺你永恆要帶我們,0,0,0,1,0,0,0,0,K4,
conv1,P2,2583,國中載的想說夠用就好 大學用了直接爆炸,0,0,0,0,0,0,0,1,K8,
conv1,R1,2584,牛,0,0,0,0,0,0,0,1,K8,
conv1,P2,2585,反正我是準時畢業了,0,0,0,1,0,0,0,0,K4,
conv1,P14,2586,好好喔 大家都有戀愛可以談,0,0,0,0,0,0,0,1,K8,
conv1,P15,2587,有蘇皮耶 你要去哪,0,0,0,0,0,0,0,1,K8,
conv1,P15,2588,跟蘇皮睡覺嗎？,1,0,0,0,0,0,0,0,K1,
conv1,R1,2589,好給的對話,0,0,0,0,0,0,0,1,K8,
conv1,P15,2590,"""赤语"" 口試加油",0,0,0,0,0,0,0,1,K8,
conv1,R1,2591,剛被gank,0,0,0,0,0,0,0,1,K8,
conv1,R1,2592,系辦的想說我怎麼在這邊徘徊,1,0,0,0,0,0,0,0,K1,
conv1,R1,2593,然後我後面那間教室我以為沒開,0,0,0,1,0,0,0,0,K4,
conv1,R1,2594,突然有個人走出來,0,0,0,1,0,0,0,0,K4,
conv1,R1,2595,乾,0,0,0,0,0,0,0,1,K8,
conv1,R1,2596,窗簾拉的死死的我怎麼知道有人,1,0,0,0,0,0,0,0,K1,
conv1,P14,2597,心理戰,0,0,0,0,0,0,0,1,K8,
conv1,P14,2598,建議選擇破門而入,0,1,0,0,0,0,0,0,K2,
conv1,R1,2599,那很有生活了,0,0,0,0,0,0,0,1,K8,
conv1,P18,2600,肯定是有不能說的秘密在裡面x,0,0,0,0,0,0,0,1,K8,
conv1,P15,2601,我們家的神像,0,0,0,1,0,0,0,0,K4,
conv1,P15,2602,基本都不請假,0,0,0,1,0,0,0,0,K4,
conv1,P15,2603,跟我一樣優秀,0,0,0,1,0,0,0,0,K4,
conv1,P18,2604,白帝城優良傳統,0,0,0,0,0,0,0,1,K8,
conv1,P15,2605,畢竟都死守白帝城惹,0,0,0,0,0,0,0,1,K8,
conv1,P18,2606,確實,0,0,0,0,0,0,0,1,K8,
conv1,P18,2607,神相都快滅門了,0,0,0,0,0,0,0,1,K8,
conv1,P15,2608,現在連約戰都不要神像惹,0,0,0,0,0,0,0,1,K8,
conv1,P14,2609,我想吃草莓雪花冰，要加煉乳,0,0,0,1,0,0,0,0,K4,
conv1,R1,2610,你可以請示神明,0,0,0,0,0,0,0,1,K8,
conv1,P15,2611,神像是什麼乞丐職業嗎,1,0,0,0,0,0,0,0,K1,
conv1,P15,2612,歐虧,0,0,0,0,0,0,1,0,K7,
conv1,P15,2613,轉素問囉~,0,0,0,0,0,0,0,1,K8,
conv1,R1,2614,素問躺著都可以奶前幾,0,0,0,0,0,0,0,1,K8,
conv1,R1,2615,前提是你有四靈韻,0,0,0,0,0,0,0,1,K8,
conv1,P15,2616,我配有這個東西嗎,0,0,0,1,0,0,0,0,K4,
conv1,R1,2617,配有,0,1,0,0,0,0,0,0,K2,
conv1,P2,2618,哇 皮蛋多力多滋 入口好皮 中間好鹹 尾韻直接消失不見,0,0,0,0,0,0,0,1,K8,
conv1,P2,2619,wtf,0,0,0,0,0,0,0,1,K8,
conv1,P2,2620,吃習慣 味道好像鹽味爆米花,0,0,0,0,0,0,0,1,K8,
conv1,P2,2621,我認為還是香菜多力多滋好吃一點 有層次有驚喜,0,0,0,1,0,0,0,0,K4,
conv1,P2,2622,實話也是我不敢吃生啤酒口味的,0,0,0,1,0,0,0,0,K4,
conv1,R1,2623,過了,0,0,0,0,0,0,0,1,K8,
conv1,R1,2624,在等教授回來簽意見書,0,0,0,1,0,0,0,0,K4,
conv1,P2,2625,你的樣子比較像是簽切結書,0,0,0,0,0,0,0,1,K8,
conv1,P14,2626,比較像是同意書,0,0,0,0,0,0,0,1,K8,
conv1,R1,2627,他跑去跟口委吃飯,0,0,0,1,0,0,0,0,K4,
conv1,R1,2628,不知道啥時回來,1,0,0,0,0,0,0,0,K1,
conv1,P2,2629,免責聲明書,0,0,0,0,0,0,0,1,K8,
conv1,R1,2630,"我還要跟 ""淺言丶(瑄璿)"" 去吃飯",0,0,0,1,0,0,0,0,K4,
conv1,P11,2631,太慘了媽媽,0,0,0,0,0,1,0,0,K6,
conv1,P2,2632,太慘了媽媽,0,0,0,0,0,1,0,0,K6,
conv1,P14,2633,打電話問功夫環節,0,0,0,0,0,0,0,1,K8,
conv1,P2,2634,現在我再教你一招  奪命剪刀腳,0,0,0,1,0,0,0,0,K4,
conv1,P14,2635,太快了，先從霹靂追魂鎖怎麼解開始,1,0,0,0,0,0,0,0,K1,
conv1,P14,2636,聽起來是熟練工,0,1,0,0,0,0,0,0,K2,
conv1,P2,2637,凌空飛起 雙腳撐牆 一百八十度旋轉 夾下去,0,0,0,0,0,0,0,1,K8,
conv1,R1,2638,今日大噴血,0,0,0,0,0,0,0,1,K8,
conv1,R1,2639,跟人收要抽的天賞,0,0,0,0,0,0,0,1,K8,
conv1,P15,2640,收我,0,0,0,1,0,0,0,0,K4,
conv1,P14,2641,"""家人們"" 不好意思，今天原訂2030的復盤取消，因為我今天加班來不及回家了，但我已經研究完影片了，之後會把我發現的事丟上討論區，歡迎提供見解，大家的反饋是指揮進步的方向",0,0,0,0,0,0,1,0,K7,
conv1,P15,2642,喔 社畜二當家也才剛要下班 等等回家要繼續忙,0,0,0,1,0,0,0,0,K4,
conv1,P15,2643,所以是真的沒時間 大家抱歉,0,0,0,0,1,0,0,0,K5,
conv1,P16,2644,"""酥皮（戒糖）"" 我要新貼圖",0,0,0,0,0,0,0,1,K8,
conv1,R1,2645,"""淺言丶(瑄璿)"" 抽紅包了吧（圖片）",0,0,0,0,0,0,0,1,K8,
conv1,P6,2646,"""淺言丶(瑄璿)"" 抽紅包了吧",0,0,0,0,0,0,0,1,K8,
conv1,P2,2647,"""淺言丶(瑄璿)"" 抽紅包了吧",0,0,0,0,0,0,0,1,K8,
conv1,P11,2648,謝謝你的陽壽,0,0,0,0,0,0,1,0,K7,
conv1,P6,2649,發一顆天賞給我,0,0,0,1,0,0,0,0,K4,
conv1,P2,2650,"""凜夜"" 貼了什麼鬼",1,0,0,0,0,0,0,0,K1,
conv1,P18,2651,這個,0,1,0,0,0,0,0,0,K2,
conv1,P18,2652,複製連結怪怪的,0,0,0,0,0,0,0,1,K8,
conv1,P18,2653,各位血河該抽了ㄅ,0,0,0,0,0,0,0,1,K8,
conv1,P18,2654,鐮刀欸,0,0,0,0,0,0,0,1,K8,
conv1,P2,2655,血河基本快滅門ㄌ,0,0,0,0,0,0,0,1,K8,
conv1,P18,2656,神相：,0,0,0,0,0,0,0,1,K8,
conv1,P4,2657,不是我操,0,0,0,0,1,0,0,0,K5,
conv1,P4,2658,有點帥,0,0,0,0,1,0,0,0,K5,
conv1,P18,2659,該抽了,0,0,0,0,0,0,0,1,K8,
conv1,P4,2660,這啥,1,0,0,0,0,0,0,0,K1,
conv1,P4,2661,轉盤？,1,0,0,0,0,0,0,0,K1,
conv1,P4,2662,還是啥,1,0,0,0,0,0,0,0,K1,
conv1,P18,2663,轉盤,0,0,0,0,0,0,0,1,K8,
conv1,P18,2664,陸服那邊是轉盤,0,0,0,0,0,0,0,1,K8,
conv1,P18,2665,陸服那邊是跟巴拉拉小魔仙連動一起的,0,0,1,0,0,0,0,0,K3,
conv1,R1,2666,"""酥皮（戒糖）"" 號掃給我唄",0,0,0,0,0,0,0,1,K8,
conv1,R1,2667,還是有誰在要我幫忙跑創意工坊的,0,0,0,1,0,0,0,0,K4,
conv1,P4,2668,好,0,0,0,0,0,0,1,0,K7,
conv1,R1,2669,?,0,0,0,0,1,0,0,0,K5,
conv1,R1,2670,你有要?,1,0,1,0,0,0,0,0,K3,K1
conv1,P4,2671,？,0,0,0,0,1,0,0,0,K5,
conv1,P4,2672,我身上有五朵花,0,0,0,1,0,0,0,0,K4,
conv1,R1,2673,這周十次跑完了喔,0,0,0,0,0,0,0,1,K8,
conv1,P4,2674,媽你要幫我跑嗎 花花都給你,0,0,0,1,0,0,0,0,K4,
conv1,P4,2675,我只有五朵,0,1,0,0,0,0,0,0,K2,
conv1,R1,2676,型,0,0,0,0,0,0,0,1,K8,
conv1,R1,2677,"""妄念（姐姐抱抱）""",0,0,0,0,0,0,1,0,K7,
conv1,P4,2678,等等,0,0,0,0,0,0,0,1,K8,
conv1,P4,2679,我再找我手機逆水寒在哪,1,0,0,0,0,0,0,0,K1,
conv1,R1,2680,掃好了跟我說,0,0,1,0,0,0,0,0,K3,
conv1,P4,2681,有嗎,1,0,0,0,0,0,0,0,K1,
conv1,R1,2682,有,0,1,0,0,0,0,0,0,K2,
conv1,R1,2683,好了叫你,0,0,1,0,0,0,0,0,K3,
conv1,R1,2684,好了,0,0,1,0,0,0,0,0,K3,
conv1,P4,2685,謝謝媽！,0,0,0,0,0,0,1,0,K7,
conv1,R1,2686,"""凜夜"" 你要嘛",0,0,0,0,0,0,0,1,K8,
conv1,P15,2687,包被,0,0,0,0,0,0,0,1,K8,
conv1,P15,2688,我好了,0,0,1,0,0,0,0,0,K3,
conv1,P15,2689,剛去洗澡,0,0,0,1,0,0,0,0,K4,
conv1,R1,2690,好R,0,0,0,0,0,0,0,1,K8,
conv1,R1,2691,我給你碼,0,0,1,0,0,0,0,0,K3,
conv1,R1,2692,你騰龍自己換回來 我剛拿萬劍去過關,0,0,0,1,0,0,0,0,K4,
conv1,P15,2693,掃了,0,0,1,0,0,0,0,0,K3,
conv1,R1,2694,有了,0,0,1,0,0,0,0,0,K3,
conv1,R1,2695,好了我叫你,0,0,0,1,0,0,0,0,K4,
conv1,P15,2696,豪,0,0,0,0,0,0,0,1,K8,
conv1,P15,2697,我繼續躺平,0,0,0,1,0,0,0,0,K4,
conv1,P15,2698,生理期來的酥皮 是柔弱的少女,0,0,0,1,0,0,0,0,K4,
conv1,R1,2699,我也快來了,0,0,0,1,0,0,0,0,K4,
conv1,P15,2700,誰惹我就戳爛他JJ,0,0,0,1,0,0,0,0,K4,
conv1,P15,2701,"""新鮮現榨香菜汁"" 喜歡嗎（圖片）",1,0,0,0,0,0,0,0,K1,
conv1,P16,2702,還好,0,0,0,0,0,0,0,1,K8,
conv1,P15,2703,那我上次給你的香菜酥你吃完了嗎,0,0,0,1,0,0,0,0,K4,
conv1,P15,2704,我過年要去雲林 再幫你買更多噁心的香菜,0,1,0,0,0,0,0,0,K2,
conv1,P15,2705,問個問題,0,1,0,0,0,0,0,0,K2,
conv1,P15,2706,明晚9.有沒有神像想去打約戰的,1,0,0,0,0,0,0,0,K1,
conv1,P15,2707,進攻炮位,0,0,0,0,0,0,0,1,K8,
conv1,P15,2708,沒有的話 我要繼續耍廢了,0,0,0,1,0,0,0,0,K4,
conv1,P15,2709,還有一個防守奶,0,0,0,1,0,0,0,0,K4,
conv1,P15,2710,"要的找 ""結冰水""",0,0,0,0,0,0,0,1,K8,
conv1,R1,2711,六把了 我好厲害,0,0,0,1,0,0,0,0,K4,
conv1,P15,2712,包被 好棒,0,0,0,0,0,0,0,1,K8,
conv1,R1,2713,第六把那個感覺隊友會想扁我,0,0,0,1,0,0,0,0,K4,
conv1,P15,2714,花你自己丟喔,0,0,0,0,0,0,0,1,K8,
conv1,P15,2715,還要號的話再跟我說,0,0,0,1,0,0,0,0,K4,
conv1,R1,2716,我下周才會一起丟,0,0,1,0,0,0,0,0,K3,
conv1,R1,2717,因為下周新賽季,0,0,0,0,0,0,0,1,K8,
conv1,P15,2718,賀喔,0,0,0,0,0,0,0,1,K8,
conv1,R1,2719,只能說要正常跑還是可以 只是我好懶,0,0,0,1,0,0,0,0,K4,
conv1,P15,2720,那你再跟我說,0,0,0,1,0,0,0,0,K4,
conv1,R1,2721,好r,0,0,0,0,0,0,0,1,K8,
conv1,P4,2722,媽你要的話開我的號丟,0,0,0,1,0,0,0,0,K4,
conv1,R1,2723,我得掃 除非你給我帳號,0,0,0,0,1,0,0,0,K5,
conv1,P4,2724,別忘了我真給了,0,0,0,1,0,0,0,0,K4,
conv1,P14,2725,玄機也可、破鐵也可，能開炮就行,0,0,0,0,0,0,0,1,K8,
conv1,R1,2726,"""酥皮（戒糖）"" 我跑完了",0,0,0,0,0,0,0,1,K8,
conv1,P15,2727,謝謝包被,0,0,0,0,0,0,1,0,K7,
conv1,R1,2728,還有人要的嗎,0,0,1,0,0,0,0,0,K3,
conv1,P15,2729,你還要花 我的小號可以開,0,1,0,0,0,0,0,0,K2,
conv1,P14,2730,"""赤语"" 媽媽不用擔心我，我自己準備好了",0,0,0,1,0,0,1,0,K7,K4
conv1,R1,2731,我打算搞個十個創意工坊 十隻號刷一刷,0,0,0,1,0,0,0,0,K4,
conv1,P14,2732,之前是不是有個人蓋幫戰地圖,0,0,0,0,1,0,0,0,K5,
conv1,P14,2733,我剛剛要跟我徒弟介紹地圖結果找不到,0,0,0,1,0,0,0,0,K4,
conv1,R1,2734,有可能被BAN,0,0,0,0,1,0,0,0,K5,
conv1,R1,2735,也行,0,0,0,0,1,0,0,0,K5,
conv1,P15,2736,有嗎,1,0,0,0,0,0,0,0,K1,
conv1,R1,2737,有,0,1,0,0,0,0,0,0,K2,
conv1,P15,2738,你用完直接關就好,0,0,0,0,0,0,0,1,K8,
conv1,P15,2739,我要去社畜睡眠了,0,0,0,1,0,0,0,0,K4,
conv1,R1,2740,好,0,0,0,0,0,0,1,0,K7,
conv1,P9,2741,媽媽還需要嗎,0,0,1,0,0,0,0,0,K3,
conv1,R1,2742,明天下午再掃,0,0,1,0,0,0,0,0,K3,
conv1,R1,2743,現在沒啥人了,1,0,0,0,0,0,0,0,K1,
conv1,P9,2744,好,0,0,0,0,0,0,1,0,K7,
conv1,P18,2745,？,0,0,0,0,1,0,0,0,K5,
conv1,P18,2746,欸,0,0,0,0,1,0,0,0,K5,
conv1,P18,2747,被欠三萬的當事人上線了,0,0,0,0,0,0,0,1,K8,
conv1,P18,2748,記得截圖可能要開吵了,0,1,0,0,1,0,0,0,K2,K5
conv1,R1,2749,創意工坊,0,0,0,0,0,0,0,1,K8,
conv1,P18,2750,早安 我小號給你 你刷花給你的工坊,0,0,0,0,0,0,1,0,K7,
conv1,P18,2751,那下午再刷好了 晚點拿號,0,0,1,0,0,0,0,0,K3,
conv1,R1,2752,現在沒人排,0,1,0,0,0,0,0,0,K2,
conv1,P18,2753,好 補眠去,0,0,0,0,0,0,0,1,K8,
conv1,R1,2754,等等要來玩我上次說1/9發行的遊戲,0,0,0,1,0,0,0,0,K4,
conv1,R1,2755,昨天有人贊助我免費game,0,0,0,1,0,0,0,0,K4,
conv1,P2,2756,前幾天就看到他正式版推出,0,0,0,0,0,0,0,1,K8,
conv1,P2,2757,想說你應該知道了,0,0,0,0,1,0,0,0,K5,
conv1,P2,2758,好好ㄛ,0,0,0,0,1,0,0,0,K5,
conv1,R1,2759,"""茶涧"" 謝謝果茶葛",0,0,0,0,0,0,1,0,K7,
conv1,R1,2760,周一看到的,0,0,0,0,0,0,0,1,K8,
conv1,R1,2761,但忙 想說等昨天忙完再買,0,0,0,0,1,0,0,0,K5,
conv1,R1,2762,小號你能給帳號密碼嗎,1,0,0,0,0,0,0,0,K1,
conv1,R1,2763,我用平板雙開排,0,0,0,1,0,0,0,0,K4,
conv1,P18,2764,好,0,0,0,0,0,0,1,0,K7,
conv1,R1,2765,那你私給我,0,0,0,1,0,0,0,0,K4,
conv1,R1,2766,你們有朋友如果要出天賞ㄉ跟我說,0,0,0,1,0,0,0,0,K4,
conv1,R1,2767,我幫朋友問,0,0,0,1,0,0,0,0,K4,
conv1,P15,2768,出我自己,0,0,0,1,0,0,0,0,K4,
conv1,R1,2769,他要做頂奢,0,0,0,0,0,0,0,1,K8,
conv1,R1,2770,賣你可能沒天賞(?),1,0,0,0,1,0,0,0,K5,K1
conv1,P15,2771,有吧（？,1,0,0,0,0,0,0,0,K1,
conv1,P15,2772,我有泡泡可以賣,0,0,0,1,0,0,0,0,K4,
conv1,R1,2773,6,0,0,0,0,0,0,0,1,K8,
conv1,R1,2774,差一把就滿了,0,0,0,0,0,0,0,1,K8,
conv1,R1,2775,"""唐蓮"" 在ㄇ",0,0,1,0,0,0,0,0,K3,
conv1,R1,2776,等等喊你,0,0,1,0,0,0,0,0,K3,
conv1,R1,2777,最後一把沒人 哭了,0,0,0,0,0,1,0,0,K6,
conv1,R1,2778,"""唐蓮"" 我好ㄌ",0,0,1,0,0,0,0,0,K3,
conv1,R1,2779,掃了跟我說,0,0,1,0,0,0,0,0,K3,
conv1,P9,2780,好了,0,0,1,0,0,0,0,0,K3,
conv1,R1,2781,排完跟你說,0,0,1,0,0,0,0,0,K3,
conv1,P21,2782,多少收啊,0,0,0,0,0,0,0,1,K8,
conv1,R1,2783,他說5500內/顆,0,0,0,0,0,0,0,1,K8,
conv1,P21,2784,5500的他收嗎,1,0,0,0,0,0,0,0,K1,
conv1,R1,2785,你那邊幾顆 應該是收,0,0,0,0,1,0,0,0,K5,
conv1,P15,2786,老爸爸為什麼不賣我,1,0,0,0,0,0,0,0,K1,
conv1,R1,2787,老爸爸我給你他ㄉdc id,0,0,0,0,0,0,0,1,K8,
conv1,P21,2788,賣一顆而已 窮爸爸,0,0,0,0,0,0,0,1,K8,
conv1,P19,2789,老爸爸為什麼不送我,1,0,0,0,0,0,0,0,K1,
conv1,P1,2790,你得排隊,0,0,0,0,0,0,0,1,K8,
conv1,P1,2791,小孩先吃,0,0,0,0,0,0,0,1,K8,
conv1,P15,2792,寶貝分我嗎,0,0,0,1,0,0,0,0,K4,
conv1,R1,2793,"""唐蓮"" 我弄好了 花下周五再幫我送",0,0,1,0,0,0,0,0,K3,
conv1,R1,2794,對阿 幫他問的,0,0,0,0,0,0,0,1,K8,
conv1,P9,2795,沒問題的 媽媽,0,0,1,0,0,0,0,0,K3,
conv1,P4,2796,沒問題的 媽媽,0,0,1,0,0,0,0,0,K3,
conv1,P14,2797,"""蘇皮"" ""酥皮（戒糖）"" ""唐蓮"" ""雨繧（鹹魚秒傷19九靈）"" ""寒繧(海豹秒傷19破鐵）"" ""南妡"" 8.50前要入團",0,0,1,0,0,0,0,0,K3,
conv1,P14,2798,5134,0,0,0,0,0,0,0,1,K8,
conv1,R1,2799,很皮喔,0,0,0,0,0,0,0,1,K8,
conv1,R1,2800,我今天少說也跑了40場,0,0,0,1,0,0,0,0,K4,
conv1,R1,2801,在那邊偷偷捲,0,0,0,1,0,0,0,0,K4,
conv1,P2,2802,笑死 兩個人的武林,0,0,0,0,0,1,0,0,K6,
conv1,R1,2803,本來一直都差他三場,0,0,0,0,0,0,0,1,K8,
conv1,R1,2804,然後他剛被扣分,0,0,0,0,0,0,0,1,K8,
conv1,R1,2805,笑死,0,0,0,0,0,1,0,0,K6,
conv1,P2,2806,說是閒趣 捲得要死,0,0,0,0,0,0,0,1,K8,
conv1,R1,2807,真累,0,0,0,0,0,0,0,1,K8,
conv1,R1,2808,再一把就不打了,0,0,0,0,0,0,0,1,K8,
conv1,P2,2809,然後就天亮了,0,0,0,0,0,0,0,1,K8,
conv1,R1,2810,沒打了,0,0,0,0,0,0,0,1,K8,
conv1,R1,2811,因為排不到,0,0,0,0,0,0,0,1,K8,
conv1,P16,2812,"""妄念想要喵喵 叫""",0,0,0,0,0,0,1,0,K7,
conv1,P5,2813,0,0,0,0,0,0,0,0,1,K8,
conv1,P5,2814,這種神麼最美，都自封的,0,0,0,0,0,0,0,1,K8,
conv1,P15,2815,今天晚上有沒有人要一起玩larp~~~,0,0,1,0,0,0,0,0,K3,
conv1,P18,2816,我沒混合藥劑了 D個人贊助,0,0,0,1,0,0,0,0,K4,
conv1,P18,2817,你怎麼沒解鎖,1,0,0,0,0,0,0,0,K1,
conv1,P18,2818,那個舞譜有夠坑,0,1,0,0,0,0,0,0,K2,
conv1,P18,2819,我上次跳三次只拿到一個,0,0,0,1,0,0,0,0,K4,
conv1,P18,2820,現在一個上品應該很貴,0,0,0,0,1,0,0,0,K5,
conv1,P18,2821,我記得下品就很貴了,0,1,0,0,1,0,0,0,K2,K5
conv1,P14,2822,今天要麻煩你進攻炮位喔,0,0,1,0,0,0,0,0,K3,
conv1,P18,2823,我拆塔喔,0,0,0,1,0,0,0,0,K4,
conv1,P18,2824,那我要去配欸,0,0,0,1,0,0,0,0,K4,
conv1,P14,2825,進攻配個四百鍊扛拆,0,0,0,0,0,0,0,1,K8,
conv1,P18,2826,下午有空我去弄一下裝和內功,0,0,0,1,0,0,0,0,K4,
conv1,P14,2827,職業頻道那邊有裝備可以抄,0,0,0,0,0,0,0,1,K8,
conv1,P18,2828,帶神戒喔 還是要帶獨珍戒,0,0,0,0,0,0,0,1,K8,
conv1,P4,2829,神兵+獨針,0,0,0,0,0,0,0,1,K8,
conv1,P4,2830,不帶無常,0,0,0,0,0,0,0,1,K8,
conv1,P18,2831,Ok,0,0,0,0,0,0,0,1,K8,
conv1,P14,2832,沒有金爪子穿95鞋帶舊會傷打造,0,0,0,0,0,0,0,1,K8,
conv1,P18,2833,紫爪可以嗎,1,0,0,0,0,0,0,0,K1,
conv1,P18,2834,欸不對 鞋子我好像沒有,0,1,0,0,1,0,0,0,K5,K2
conv1,P14,2835,紫爪+新劍夢鞋試試,0,0,0,0,0,0,0,1,K8,
conv1,P5,2836,媽 自己上我號送花,0,0,0,1,0,0,0,0,K4,
conv1,R1,2837,到時候再跟你拿,0,0,1,0,0,0,0,0,K3,
conv1,P5,2838,嗷,0,0,0,0,0,0,0,1,K8,
conv1,P15,2839,是在裝可愛嗎,1,0,0,0,0,0,0,0,K1,
conv1,P4,2840,媽 自己上我號送花,0,0,0,1,0,0,0,0,K4,
conv1,R1,2841,彳亍,0,0,0,0,0,0,0,1,K8,
conv1,P14,2842,好微妙,0,0,0,0,0,0,0,1,K8,
conv1,P18,2843,沒交子洗內功了,0,0,0,0,0,0,0,1,K8,
conv1,P18,2844,我的沒攻擊磁條,0,0,0,1,0,0,0,0,K4,
conv1,P2,2845,你小號鐵衣能用,0,0,0,0,0,0,0,1,K8,
conv1,R1,2846,建議轉奶,0,1,0,0,0,0,0,0,K2,
conv1,P14,2847,建議轉奶,0,1,0,0,0,0,0,0,K2,
conv1,P18,2848,火周天沒滿 我塔傷感覺不會太高,0,0,0,1,0,0,0,0,K4,
conv1,P9,2849,建議轉奶,0,1,0,0,0,0,0,0,K2,
conv1,P2,2850,建議轉奶,0,1,0,0,0,0,0,0,K2,
conv1,P14,2851,感覺你是天選之奶,0,0,0,0,0,0,0,1,K8,
conv1,P2,2852,放下屠刀 立地成佛,0,0,0,0,0,0,0,1,K8,
conv1,P14,2853,還是你先別塞那個破重雲,0,0,0,0,0,0,0,1,K8,
conv1,P15,2854,一鍵阿,0,0,0,0,0,0,0,1,K8,
conv1,P15,2855,或是找結冰水鑽研,0,0,0,0,0,0,0,1,K8,
conv1,P2,2856,東西帶對 直接一鍵,0,0,0,0,0,0,0,1,K8,
conv1,P2,2857,剩了就是秒化羽,0,0,0,0,0,0,0,1,K8,
conv1,P18,2858,?,0,0,0,0,1,0,0,0,K5,
conv1,P18,2859,拆塔,0,0,0,0,1,0,0,0,K5,
conv1,R1,2860,五保一 刺激,0,0,0,0,0,0,0,1,K8,
conv1,P2,2861,如果是碎夢 就可以當快樂猴子,0,1,0,0,0,0,0,0,K2,
conv1,P4,2862,現在玄機都是拆塔,0,1,0,0,0,0,0,0,K2,
conv1,P14,2863,玄機的技能組根本為拆塔而生，一堆抗性可以保活,0,1,0,0,0,0,0,0,K2,
conv1,P15,2864,玄機很適合拆塔啊,0,1,0,0,0,0,0,0,K2,
conv1,P15,2865,畢竟都是白帝城的,0,0,0,0,0,0,0,1,K8,
conv1,P8,2866,那我要轉職,0,0,0,1,0,0,0,0,K4,
conv1,P18,2867,你要轉去神相嗎 拯救快滅門的神相,1,0,0,0,0,0,0,0,K1,
conv1,P15,2868,不是已經,0,0,0,0,1,0,0,0,K5,
conv1,P8,2869,我要當潮光,0,0,0,1,0,0,0,0,K4,
conv1,P14,2870,希望哪天我們能變成拆遷大隊,0,0,0,1,0,0,0,0,K4,
conv1,R1,2871,好煩喔我要打蓋世但要出門,0,0,0,1,0,0,0,0,K4,
